# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YML094C-A	YML094C-A	YML094C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YML096W	YML096W	YML096W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
YML116W-A	YML116W-A	YML116W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YML119W	YML119W	YML119W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
YML122C	YML122C	YML122C_mRNA	protein_coding	0	0	0	17	15	0	0	0	0	0	0	0	0	2
YML131W	YML131W	YML131W_mRNA	protein_coding	0	1	1	7	5	0	1	0	0	0	0	0	1	2
YML133C	YML133C	YML133C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YML6	YML025C	YML025C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YMR187C	YMR187C	YMR187C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YMR193C-A	YMR193C-A	YMR193C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YND1	YER005W	YER005W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YNG1	YOR064C	YOR064C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YNL017C	YNL017C	YNL017C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YNL018C	YNL018C	YNL018C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YNL019C	YNL019C	YNL019C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YNL040W	YNL040W	YNL040W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
YNL042W-B	YNL042W-B	YNL042W-B_mRNA	protein_coding	0	0	0	11	3	0	0	0	0	0	0	0	0	8
YNL043C	YNL043C	YNL043C_mRNA	protein_coding	0	0	0	9	3	0	0	0	0	0	0	0	0	6
YNL046W	YNL046W	YNL046W_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0
YNL095C	YNL095C	YNL095C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YNL097C-B	YNL097C-B	YNL097C-B_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YNL097W-A	YNL097W-A	YNL097W-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YNL100W	YNL100W	YNL100W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YNL103W-A	YNL103W-A	YNL103W-A_mRNA	protein_coding	0	0	0	12	2	0	0	0	0	0	0	0	0	10
YNL108C	YNL108C	YNL108C_mRNA	protein_coding	0	1	0	25	12	0	0	0	0	0	0	0	1	13
YNL109W	YNL109W	YNL109W_mRNA	protein_coding	0	1	0	24	12	0	0	0	0	0	0	0	1	12
YNL114C	YNL114C	YNL114C_mRNA	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	10
YNL115C	YNL115C	YNL115C_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7
YNL122C	YNL122C	YNL122C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YNL140C	YNL140C	YNL140C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YNL143C	YNL143C	YNL143C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YNL144C	YNL144C	YNL144C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YNL162W-A	YNL162W-A	YNL162W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YNL284C-B	YNL284C-B	YNL284C-B		0	0	0	1	1	0	0	0	0	0	0	0	0	0
YNL285W	YNL285W	YNL285W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YNL324W	YNL324W	YNL324W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YNR040W	YNR040W	YNR040W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YOL019W	YOL019W	YOL019W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YOL019W-A	YOL019W-A	YOL019W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YOL024W	YOL024W	YOL024W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YOL029C	YOL029C	YOL029C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
YOL134C	YOL134C	YOL134C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YOL150C	YOL150C	YOL150C_mRNA	protein_coding	0	2	0	19	7	0	0	0	0	0	0	0	2	12
YOL155W-A	YOL155W-A	YOL155W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YOR029W	YOR029W	YOR029W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YOR032W-A	YOR032W-A	YOR032W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YOR1	YGR281W	YGR281W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YOR282W	YOR282W	YOR282W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YOR283W	YOR283W	YOR283W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YOR289W	YOR289W	YOR289W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YOR325W	YOR325W	YOR325W_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
YOR329W-A	YOR329W-A	YOR329W-A_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
YOR331C	YOR331C	YOR331C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
YOR333C	YOR333C	YOR333C_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	3
YOR335W-A	YOR335W-A	YOR335W-A_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
YOR338W	YOR338W	YOR338W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YOR345C	YOR345C	YOR345C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
YOX1	YML027W	YML027W_mRNA	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	13
YPL142C	YPL142C	YPL142C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YPL150W	YPL150W	YPL150W_mRNA	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	1	0
YPL152W-A	YPL152W-A	YPL152W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YPL264C	YPL264C	YPL264C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
YPR016W-A	YPR016W-A	YPR016W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YPR108W-A	YPR108W-A	YPR108W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YPR109W	YPR109W	YPR109W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YPR117W	YPR117W	YPR117W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YPR158C-C	YPR158C-C	YPR158C-C		0	0	0	1	1	0	0	0	0	0	0	0	0	0
YPR158C-D	YPR158C-D	YPR158C-D		0	0	0	1	1	0	0	0	0	0	0	0	0	0
YPR158W-A	YPR158W-A	YPR158W-A		0	0	0	1	1	0	0	0	0	0	0	0	0	0
YPR158W-B	YPR158W-B	YPR158W-B		0	0	0	1	1	0	0	0	0	0	0	0	0	0
YPS1	YLR120C	YLR120C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
YPS3	YLR121C	YLR121C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YPT1	YFL038C	YFL038C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YPT32	YGL210W	YGL210W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YPT6	YLR262C	YLR262C_mRNA	protein_coding	0	0	0	24	8	0	0	0	0	0	0	0	0	16
YRO2	YBR054W	YBR054W_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
YSH1	YLR277C	YLR277C_mRNA	protein_coding	0	2	1	13	6	0	1	0	0	0	0	0	2	7
YSP2	YDR326C	YDR326C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
YTH1	YPR107C	YPR107C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ZOD1	ZOD1	ZOD1_ncRNA	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ZPS1	YOL154W	YOL154W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
ZRG17	YNR039C	YNR039C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ZRT1	YGL255W	YGL255W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
ZTA1	YBR046C	YBR046C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ZUO1	YGR285C	YGR285C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
snR11	snR11	snR11_snoRNA	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1
snR13	snR13	snR13_snoRNA	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1
snR17b	snR17b	snR17b_snoRNA	snoRNA	0	0	0	3	3	0	0	0	0	0	0	0	0	0
snR30	snR30	snR30_snoRNA	snoRNA	0	0	0	3	1	0	0	0	0	0	0	0	0	2
snR40	snR40	snR40_snoRNA	snoRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
snR44	snR44	snR44_snoRNA	snoRNA	0	0	0	3	2	0	0	0	0	0	0	0	0	1
snR46	snR46	snR46_snoRNA	snoRNA	0	0	0	3	1	0	0	0	0	0	0	0	0	2
snR48	snR48	snR48_snoRNA	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1
snR54	snR54	snR54_snoRNA	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1
snR55	snR55	snR55_snoRNA	snoRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
snR57	snR57	snR57_snoRNA	snoRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
snR61	snR61	snR61_snoRNA	snoRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
snR68	snR68	snR68_snoRNA	snoRNA	0	0	0	2	1	0	0	0	0	0	0	0	0	1
snR71	snR71	snR71_snoRNA	snoRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
snR80	snR80	snR80_snoRNA	snoRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tA(AGC)G	tA(AGC)G	tA(AGC)G_tRNA	protein_coding	0	0	0	12	6	0	0	0	0	0	0	0	0	6
tA(AGC)L	tA(AGC)L	tA(AGC)L_tRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
tA(UGC)L	tA(UGC)L	tA(UGC)L_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tA(UGC)O	tA(UGC)O	tA(UGC)O_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tC(GCA)B	tC(GCA)B	tC(GCA)B_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
tC(GCA)G	tC(GCA)G	tC(GCA)G_tRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	1
tD(GUC)B	tD(GUC)B	tD(GUC)B_tRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
tD(GUC)G1	tD(GUC)G1	tD(GUC)G1_tRNA	protein_coding	0	0	0	15	1	0	0	0	0	0	0	0	0	14
tD(GUC)G2	tD(GUC)G2	tD(GUC)G2_tRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
tD(GUC)I1	tD(GUC)I1	tD(GUC)I1_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tD(GUC)I2	tD(GUC)I2	tD(GUC)I2_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tD(GUC)J4	tD(GUC)J4	tD(GUC)J4_tRNA	protein_coding	0	0	0	27	15	0	0	0	0	0	0	0	0	12
tD(GUC)L1	tD(GUC)L1	tD(GUC)L1_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
tD(GUC)L2	tD(GUC)L2	tD(GUC)L2_tRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
tE(UUC)B	tE(UUC)B	tE(UUC)B_tRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
tE(UUC)E2	tE(UUC)E2	tE(UUC)E2_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
tE(UUC)G2	tE(UUC)G2	tE(UUC)G2_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tE(UUC)G3	tE(UUC)G3	tE(UUC)G3_tRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
tE(UUC)L	tE(UUC)L	tE(UUC)L_tRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
tG(GCC)B	tG(GCC)B	tG(GCC)B_tRNA	protein_coding	0	0	0	19	11	0	0	0	0	0	0	0	0	8
tG(GCC)M	tG(GCC)M	tG(GCC)M_tRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
tI(AAU)B	tI(AAU)B	tI(AAU)B_tRNA	protein_coding	0	0	0	19	7	0	0	0	0	0	0	0	0	12
tI(AAU)D	tI(AAU)D	tI(AAU)D_tRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	1
tI(AAU)G	tI(AAU)G	tI(AAU)G_tRNA	protein_coding	0	0	0	20	10	0	0	0	0	0	0	0	0	10
tI(AAU)I1	tI(AAU)I1	tI(AAU)I1_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tI(AAU)L1	tI(AAU)L1	tI(AAU)L1_tRNA	protein_coding	0	0	0	10	7	0	0	0	0	0	0	0	0	3
tI(AAU)N2	tI(AAU)N2	tI(AAU)N2_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tK(CUU)C	tK(CUU)C	tK(CUU)C_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
tK(CUU)I	tK(CUU)I	tK(CUU)I_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tK(UUU)G2	tK(UUU)G2	tK(UUU)G2_tRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
tL(CAA)N	tL(CAA)N	tL(CAA)N_tRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
tL(GAG)G	tL(GAG)G	tL(GAG)G_tRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
tL(UAA)B2	tL(UAA)B2	tL(UAA)B2_tRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
tL(UAG)L1	tL(UAG)L1	tL(UAG)L1_tRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
tL(UAG)L2	tL(UAG)L2	tL(UAG)L2_tRNA	protein_coding	0	0	0	9	5	0	0	0	0	0	0	0	0	4
tM(CAU)C	tM(CAU)C	tM(CAU)C_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tN(GUU)G	tN(GUU)G	tN(GUU)G_tRNA	protein_coding	0	0	0	11	9	0	0	0	0	0	0	0	0	2
tP(UGG)N1	tP(UGG)N1	tP(UGG)N1_tRNA	protein_coding	0	0	0	11	3	0	0	0	0	0	0	0	0	8
tQ(UUG)B	tQ(UUG)B	tQ(UUG)B_tRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
tQ(UUG)L	tQ(UUG)L	tQ(UUG)L_tRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
tR(ACG)L	tR(ACG)L	tR(ACG)L_tRNA	protein_coding	0	0	0	7	5	0	0	0	0	0	0	0	0	2
tR(UCU)B	tR(UCU)B	tR(UCU)B_tRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
tR(UCU)G2	tR(UCU)G2	tR(UCU)G2_tRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	3
tR(UCU)G3	tR(UCU)G3	tR(UCU)G3_tRNA	protein_coding	0	0	0	18	9	0	0	0	0	0	0	0	0	9
tR(UCU)M2	tR(UCU)M2	tR(UCU)M2_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
tS(AGA)B	tS(AGA)B	tS(AGA)B_tRNA	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0
tS(AGA)G	tS(AGA)G	tS(AGA)G_tRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
tS(AGA)J	tS(AGA)J	tS(AGA)J_tRNA	protein_coding	0	0	0	12	9	0	0	0	0	0	0	0	0	3
tS(GCU)O	tS(GCU)O	tS(GCU)O_tRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
tT(AGU)B	tT(AGU)B	tT(AGU)B_tRNA	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0
tT(AGU)I1	tT(AGU)I1	tT(AGU)I1_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
tT(AGU)I2	tT(AGU)I2	tT(AGU)I2_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
tT(UGU)G1	tT(UGU)G1	tT(UGU)G1_tRNA	protein_coding	0	0	0	8	1	0	0	0	0	0	0	0	0	7
tT(UGU)P	tT(UGU)P	tT(UGU)P_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
tV(AAC)G2	tV(AAC)G2	tV(AAC)G2_tRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
tV(AAC)G3	tV(AAC)G3	tV(AAC)G3_tRNA	protein_coding	0	0	0	12	6	0	0	0	0	0	0	0	0	6
tV(AAC)L	tV(AAC)L	tV(AAC)L_tRNA	protein_coding	0	0	0	13	7	0	0	0	0	0	0	0	0	6
tV(UAC)B	tV(UAC)B	tV(UAC)B_tRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
tX(XXX)L	tX(XXX)L	tX(XXX)L_tRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
